TRADE_DATE,TICKER,COMPANY_NAME,SECTOR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,VOLUME,DAILY_RETURN_PCT,CUMULATIVE_RETURN_PCT,MOVING_AVG_7D,MOVING_AVG_30D,VOLATILITY_30D,VOLUME_AVG_20D,PRICE_VS_52W_HIGH,PRICE_VS_52W_LOW
2026-01-30,AAPL,AAPL,,254.93144331105526,261.6551472598355,251.94423313215475,259.2374267578125,92443400,0.4646139446628649,5.180380368085246,254.65742710658483,252.94331698947482,1.0887783067113015,58100933.333,,
2026-01-30,AMZN,"Amazon.com, Inc.",Consumer Cyclical,239.88999938964844,243.32000732421875,237.63999938964844,239.3000030517578,46585000,-1.0052507834071887,3.5930749141808715,240.0914263044085,238.10555352105035,1.3672463652972096,40695311.111,92.53673745234254,148.28355623482327
2026-01-30,GOOGL,GOOGL,,340.0,340.0,332.2900085449219,338.0,31024000,-0.07390983000739099,4.968944099378882,334.07714407784596,332.1022237141927,0.8802244541406914,30022611.111,,
2026-01-30,JNJ,Johnson & Johnson,Healthcare,228.25999450683594,228.5,225.3300018310547,227.25,11045500,-0.01759570914433765,4.142795017639457,223.83142961774553,222.56000094943576,0.639662309118903,10406522.222,92.24680332859752,160.60070671378094
2026-01-30,JPM,JP Morgan Chase & Co.,Financial Services,305.25,307.92999267578125,302.55999755859375,305.8900146484375,11953200,-0.17296480519274865,1.0405048938608397,302.25428989955356,302.2844475640191,1.1249110420016801,11242711.111,90.70126453623054,151.31085014267782
2026-01-30,META,"Meta Platforms, Inc.",Communication Services,727.5,732.1699829101562,713.5900268554688,716.5,23744600,-2.954043373476446,18.602265409376653,682.1799926757812,665.8155517578125,4.124374758554382,23643177.777,89.98430141287285,149.33305543976655
2026-01-30,MSFT,Microsoft Corporation,Technology,439.1700134277344,439.6000061035156,426.45001220703125,430.2900085449219,58566800,-0.7404824579188293,-5.330894362056576,459.05286080496654,456.8888888888889,4.170358691818005,45584744.444,77.46692025293399,124.79770542791897
2026-01-30,NVDA,NVIDIA Corporation,Technology,191.2100067138672,194.49000549316406,189.47000122070312,191.1300048828125,179489500,-0.7168405087531363,7.334192745224591,188.95142909458704,187.11666870117188,1.2098960484307866,163825422.222,90.07493514435765,220.65343440638708
2026-01-30,TSLA,"Tesla, Inc.",Consumer Cyclical,425.3500061035156,439.8800048828125,422.70001220703125,430.4100036621094,82626100,3.324852646602839,2.6618971167822005,434.70714024135043,432.62666490342883,2.8820463546221347,62881055.555,86.28390507028635,200.8914836229215
2026-01-30,V,Visa Inc.,Financial Services,331.53632717586584,332.3147207991864,320.9381868988181,321.1676940917969,11199100,-3.0048254164405543,-1.2246094349438674,326.0276881626674,325.77266099717883,1.3586109060568483,8142933.333,85.52839980075014,107.41394451230664
2026-02-02,AAPL,AAPL,,259.7869174093499,270.2371306501278,258.9676766447768,269.7575988769531,73913400,4.058122413384735,9.44872895828583,257.74882071358815,254.62474517822267,1.5285988843459226,59682180.000,,
2026-02-02,AMZN,"Amazon.com, Inc.",Consumer Cyclical,238.30999755859375,245.6300048828125,238.1699981689453,242.9600067138672,37546100,1.5294624385432034,5.1774920839251894,241.32285635811942,238.59099884033202,1.328564380221517,40380390.000,93.95205209352945,150.551497529971
2026-02-02,GOOGL,GOOGL,,336.2200012207031,344.8299865722656,335.6300048828125,343.69000244140625,32006100,1.6834326749722635,6.736025602921196,335.9557146344866,333.26100158691406,0.8975764970514789,30220960.000,,
2026-02-02,JNJ,Johnson & Johnson,Healthcare,228.32000732421875,231.19000244140625,227.25,230.75,8187500,1.54015401540154,5.746754456855025,225.5828574044364,223.37900085449218,0.6898011239505347,10184620.000,93.66754617414247,163.07420494699647
2026-02-02,JPM,JP Morgan Chase & Co.,Financial Services,304.4599914550781,309.29998779296875,301.3699951171875,308.1400146484375,9839400,0.7355584988891997,1.783716914928191,302.89857700892856,302.87000427246096,1.071129815812169,11102380.000,91.36842539612677,152.42382996064381
2026-02-02,META,"Meta Platforms, Inc.",Communication Services,714.5999755859375,721.2999877929688,703.52001953125,706.4099731445312,14365200,-1.408238221279658,16.93206297657827,690.577130998884,669.8749938964844,4.043795172151226,22715380.000,88.71710808722527,147.23009027605903
2026-02-02,MSFT,Microsoft Corporation,Technology,430.239990234375,430.739990234375,422.25,423.3699951171875,42219900,-1.6082208023224254,-6.8533826122985735,455.0857151576451,453.53699951171876,3.915390629168874,45248260.000,76.22108112650778,122.79068276840613
2026-02-02,NVDA,NVIDIA Corporation,Technology,187.1999969482422,190.3000030517578,184.8800048828125,185.61000061035156,165794100,-2.8880888041861437,4.234285941486184,189.0614297049386,186.96600189208985,1.6944164720693822,164022290.000,87.47349102707554,214.28076727124397
2026-02-02,TSLA,"Tesla, Inc.",Consumer Cyclical,421.2900085449219,427.1499938964844,414.5,421.80999755859375,58739500,-1.9980962408733896,0.6106136096824687,430.7714276994978,431.5449981689453,2.808641976572703,62466900.000,84.5598696065982,196.87747844041715
2026-02-02,V,Visa Inc.,Financial Services,324.16154631106275,334.00127208429024,323.4430267202089,333.15301513671875,8502400,3.7317953410022002,2.461485988219624,327.0940638950893,326.5106964111328,1.8126440066057306,8178880.000,88.72014463974828,111.4224130892036
2026-02-03,AAPL,AAPL,,268.9483513556569,271.6258386480508,267.3598109321867,269.22808837890625,64394700,-0.19629122599375048,9.233890706379034,260.8088160923549,255.95232183283025,1.491489205278159,60110590.909,,
2026-02-03,AMZN,"Amazon.com, Inc.",Consumer Cyclical,244.97999572753906,246.35000610351562,235.4499969482422,238.6199951171875,53831300,-1.786306995698637,3.2986991849296534,241.24571228027344,238.59363486550072,1.4574953834177649,41603200.000,92.2737800143803,147.86218559746408
2026-02-03,GOOGL,GOOGL,,347.3399963378906,349.0,337.4700012207031,339.7099914550781,36506700,-1.1580234973540304,5.499997346297554,337.6385716029576,333.8472733931108,1.0357514659427003,30792390.909,,
2026-02-03,JNJ,Johnson & Johnson,Healthcare,231.5,235.1999969482422,230.47999572753906,233.10000610351562,9346600,1.018420846593987,6.823701448840193,227.43428693498885,224.2627286044034,0.6621503113904901,10108436.363,94.621475990873,164.73498664559406
2026-02-03,JPM,JP Morgan Chase & Co.,Financial Services,309.7300109863281,316.25,309.1000061035156,314.8500061035156,12688000,2.1775787421616357,4.000137497449644,305.34572056361606,303.9590953480114,1.1875318171861549,11246527.272,93.35804480460062,155.74297887985537
2026-02-03,META,"Meta Platforms, Inc.",Communication Services,707.3699951171875,717.0,686.4099731445312,691.7000122070312,13760700,-2.082354651933877,14.497122723583239,695.2828456333706,671.8590864701705,4.007546179271949,21901318.181,86.86970325990974,144.16423764214906
2026-02-03,MSFT,Microsoft Corporation,Technology,422.010009765625,422.04998779296875,408.55999755859375,411.2099914550781,61424100,-2.872193070447405,-9.528733302264293,447.26571219308033,449.6890896883878,3.7540084443906623,46718790.909,74.03186451617213,119.26389728677691
2026-02-03,NVDA,NVIDIA Corporation,Technology,186.24000549316406,186.27000427246094,176.22999572753906,180.33999633789062,204019600,-2.839288968876296,1.274773358962591,188.0142865862165,186.363637750799,1.9105639153917653,167658409.090,84.98986584565277,208.19671708368807
2026-02-03,TSLA,"Tesla, Inc.",Consumer Cyclical,424.2699890136719,428.55999755859375,413.69000244140625,421.9599914550781,56886500,0.03555958781264764,0.6463903291778473,426.8999982561384,430.6736339222301,2.648097848087596,61959590.909,84.58993874768521,196.94748726024648
2026-02-03,V,Visa Inc.,Financial Services,330.96751673112385,335.0990119599509,328.19323869876354,328.25311279296875,9081200,-1.4707663209168875,0.9545169603939143,327.4861145019531,326.6690979003906,1.7969168283960955,8260909.090,87.41527863251811,109.7836497635347
